what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412786983640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787050959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1412787050989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787070599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1412787079342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1412787079516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787095322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787097620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787114025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787115323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787123570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787126836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787135025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787136868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787141954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787144082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787148913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787150620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787161186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787163209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787167609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787171147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1412787173061
activated,editor,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.editors.CommonXmlEditor",1412787276482
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1412787288253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1412787288437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787290777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787327678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787336658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412787405392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1412787407643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1412787409648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1412787415929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1412787416939
activated,editor,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1412787418497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1412787421993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1412787427091
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1412787431020
activated,editor,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.editors.CommonXmlEditor",1412787444964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1412787448552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1412787452884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1412787456165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1412787457897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1412787458295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1412787460612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1412787471200
