what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1412813119629
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1412813119631
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1412813119633
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1412813119634
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1412813119636
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1412813119636
started,bundle,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.adt",1412813119637
started,bundle,com.android.ide.eclipse.base,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.base",1412813119638
os,sysinfo,,,"win32",1412813119644
arch,sysinfo,,,"x86_64",1412813119644
ws,sysinfo,,,"win32",1412813119644
locale,sysinfo,,,"en_US",1412813119644
processors,sysinfo,,,"4",1412813119644
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1412813119644
java.runtime.version,sysinfo,,,"1.7.0-b147",1412813119644
java.specification.name,sysinfo,,,"Java Platform API Specification",1412813119644
java.specification.vendor,sysinfo,,,"Oracle Corporation",1412813119644
java.specification.version,sysinfo,,,"1.7",1412813119644
java.vendor,sysinfo,,,"Oracle Corporation",1412813119644
java.version,sysinfo,,,"1.7.0",1412813119644
java.vm.info,sysinfo,,,"mixed mode",1412813119644
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1412813119644
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1412813119644
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1412813119644
java.vm.specification.version,sysinfo,,,"1.7",1412813119644
java.vm.vendor,sysinfo,,,"Oracle Corporation",1412813119644
java.vm.version,sysinfo,,,"21.0-b17",1412813119644
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1412813119726
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1412813119957
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1412813122941
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1412813123406
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1412813123476
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1412813123759
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1412813125545
